gen 0	best -336.973	worst -721.902
gen 215	best -145.858	worst -575.321
gen 216	best -243.896	worst -871.018
gen 217	best -135.779	worst -878.326
gen 218	best -134.278	worst -954.237
gen 219	best -235.485	worst -866.875
gen 220	best -131.209	worst -735.406
gen 221	best -115.946	worst -642.748
gen 222	best -89.5852	worst -862.269
gen 223	best -127.309	worst -647.988
gen 224	best -308.631	worst -945.481
gen 225	best -210.676	worst -634.391
gen 226	best -264.316	worst -890.536
gen 227	best -158.519	worst -956.218
gen 228	best -93.2853	worst -695.239
gen 229	best -91.8957	worst -556.817
gen 230	best -335.21	worst -1076.03
gen 231	best -104.85	worst -1125.54
gen 232	best -378.784	worst -844.077
gen 233	best -329.808	worst -940.167
gen 234	best -131.348	worst -941.327
gen 235	best -155.906	worst -756.714
gen 236	best -186.175	worst -632.117
gen 237	best -263.751	worst -1084.79
gen 238	best -131.354	worst -947.693
gen 239	best -82.2352	worst -748.748
gen 240	best -162.768	worst -1024.37
gen 241	best -395.424	worst -802.732
gen 242	best -149.238	worst -876.209
gen 243	best -219.765	worst -736.041
gen 244	best -174.469	worst -959.05
gen 245	best -685.444	worst -1139.78
gen 246	best -140.739	worst -753.813
gen 247	best -215.901	worst -803.613
gen 248	best -273.222	worst -752.203
gen 249	best -191.706	worst -871.046
gen 250	best -135.125	worst -704.213
gen 251	best -212.257	worst -638.11
gen 252	best -228.394	worst -922.771
gen 253	best -89.2048	worst -949.431
gen 254	best -192.412	worst -801.581
gen 255	best -219.654	worst -562.955
gen 256	best -411.581	worst -692.691
gen 257	best -188.588	worst -613.003
gen 258	best -228.612	worst -782.475
gen 259	best -325.333	worst -927.543
gen 260	best -269.705	worst -726.63
gen 261	best -62.7309	worst -840.839
gen 262	best -152.241	worst -770.388
gen 263	best -598.416	worst -1038.63
gen 264	best -204.727	worst -879.82
gen 265	best -103.492	worst -954.66
gen 266	best -64.1819	worst -794.018
gen 267	best -102.244	worst -535.051
gen 268	best -274.317	worst -719.49
gen 269	best -192.667	worst -737.208
gen 270	best -92.4151	worst -836.129
gen 271	best -285.709	worst -995.819
gen 272	best -98.34	worst -582.237
gen 273	best -143.549	worst -670.137
gen 274	best -299.324	worst -908.872
gen 275	best -179.969	worst -901.211
gen 276	best -362.886	worst -732.762
gen 277	best -172.026	worst -733.709
gen 278	best -473.53	worst -1091.42
gen 279	best -88.5489	worst -836.353
gen 280	best -76.4879	worst -819.726
gen 281	best -544.957	worst -1131.08
gen 282	best -354.3	worst -776.885
gen 283	best -260.435	worst -640.738
gen 284	best -313.278	worst -952.504
gen 285	best -195.95	worst -676.144
gen 286	best -172.997	worst -635.668
gen 287	best -120.337	worst -620.973
gen 288	best -271.639	worst -987.745
gen 289	best -273.203	worst -724.365
gen 290	best -226.849	worst -909.288
gen 291	best -203.618	worst -706.288
gen 292	best -173.991	worst -839.005
gen 293	best -210.671	worst -903.532
gen 294	best -335.787	worst -932.322
gen 295	best -473.513	worst -976.016
gen 296	best -193.772	worst -811.795
gen 297	best -161.245	worst -871.18
gen 298	best -401.245	worst -1112.74
gen 299	best -194.04	worst -954.898
gen 300	best -136.672	worst -762.323
gen 301	best -275.608	worst -964.645
gen 302	best -78.5513	worst -702.284
gen 303	best -129.509	worst -615.845
gen 304	best -147.327	worst -797.38
gen 305	best -217.488	worst -938.471
gen 306	best -267.41	worst -871.432
gen 307	best -211.295	worst -844.441
gen 308	best -146.747	worst -666.129
gen 309	best -136.618	worst -548.244
gen 310	best -136.227	worst -667.194
gen 311	best -378.022	worst -903.385
gen 312	best -139.606	worst -759.55
gen 313	best -89.5186	worst -679.648
gen 314	best -319.193	worst -921.125
gen 315	best -338.181	worst -935.985
gen 316	best -248.407	worst -875.762
gen 317	best -386.31	worst -884.013
gen 318	best -147.484	worst -670.214
gen 319	best -346.727	worst -728.035
gen 320	best -452.452	worst -911.111
gen 321	best -108.353	worst -733.556
gen 322	best -167.157	worst -517.211
gen 323	best -510.746	worst -977.721
gen 324	best -332.116	worst -941.085
gen 325	best -207.548	worst -462.031
gen 326	best -152.878	worst -683.333
gen 327	best -233.967	worst -913.319
gen 328	best -145.424	worst -619.254
gen 329	best -135.6	worst -898.543
gen 330	best -145.31	worst -787.664
gen 331	best -441.844	worst -1132.25
gen 332	best -417.826	worst -1034.3
gen 333	best -182.472	worst -618.37
gen 334	best -172.644	worst -669.491
gen 335	best -218.101	worst -861.468
gen 336	best -142.493	worst -589.693
gen 337	best -459.324	worst -936.355
gen 338	best -228.79	worst -845.196
gen 339	best -140.244	worst -991.639
gen 340	best -121.734	worst -1048.82
gen 341	best -198.353	worst -697.633
gen 342	best -299.056	worst -1041.8
gen 343	best -82.9739	worst -772.256
gen 344	best -224.365	worst -916.982
gen 345	best -186.046	worst -536.52
gen 346	best -182.03	worst -944.85
gen 347	best -176.968	worst -730.974
gen 348	best -374.634	worst -914.542
gen 349	best -198.573	worst -870.756
gen 350	best -189.684	worst -782.735
gen 351	best -461.231	worst -957.536
gen 352	best -197.221	worst -849.606
gen 353	best -231.075	worst -839.391
gen 354	best -108.721	worst -694.141
gen 355	best -163.522	worst -804.121
gen 356	best -300.84	worst -967.399
gen 357	best -94.3947	worst -642.37
gen 358	best -233.087	worst -793.791
gen 359	best -169.466	worst -812.309
gen 360	best -266.663	worst -846.34
gen 361	best -110.818	worst -825.905
gen 362	best -335.106	worst -906.934
gen 363	best -214.11	worst -723.24
gen 364	best -180.849	worst -776.083
gen 365	best -236.046	worst -799.539
gen 366	best -286.161	worst -996.772
gen 367	best -134.803	worst -737.521
gen 368	best -710.899	worst -1065.96
gen 369	best -76.4485	worst -991.821
gen 370	best -66.6134	worst -683.421
gen 371	best -175.172	worst -1012
gen 372	best -107.204	worst -542.852
gen 373	best -150.294	worst -762.778
gen 374	best -164.136	worst -932.261
gen 375	best -295.241	worst -1070.16
gen 376	best -79.7043	worst -974.469
gen 377	best -213.084	worst -855.276
gen 378	best -335.983	worst -897.655
gen 379	best -130.017	worst -962.191
gen 380	best -85.1352	worst -705.938
gen 381	best -251.946	worst -1016.41
gen 382	best -228.596	worst -924.772
gen 383	best -146.258	worst -1107.95
gen 384	best -242.003	worst -904.264
gen 385	best -431.719	worst -868.837
gen 386	best -224.306	worst -734.174
gen 387	best -74.85	worst -722.175
gen 388	best -96.0263	worst -513.21
gen 389	best -116.007	worst -592.757
gen 390	best -161.692	worst -719.533
gen 391	best -409.468	worst -991.492
gen 392	best -287.61	worst -665.028
gen 393	best -389.93	worst -1037.51
gen 394	best -496.179	worst -1035.83
gen 395	best -83.2444	worst -606.617
gen 396	best -103.202	worst -948.444
gen 397	best -225.451	worst -1103.98
gen 398	best -101.799	worst -1070.24
gen 399	best -268.229	worst -1036.85
gen 400	best -186.098	worst -578.344
gen 401	best -126.822	worst -829.484
gen 402	best -280.791	worst -734.027
gen 403	best -123.69	worst -931.006
gen 404	best -103.105	worst -842.875
gen 405	best -112.51	worst -941.672
gen 406	best -247.611	worst -1181.09
gen 407	best -189.197	worst -791.709
gen 408	best -168.128	worst -836.623
gen 409	best -169.298	worst -1033.35
gen 410	best -54.2052	worst -832.298
gen 411	best -244.666	worst -778.274
gen 412	best -388.549	worst -862.027
gen 413	best -103.012	worst -1034.92
gen 414	best -101.475	worst -996.507
gen 415	best -357.84	worst -1258.95
gen 416	best -167.623	worst -801.458
gen 417	best -161.941	worst -797.751
gen 418	best -185.121	worst -901.204
gen 419	best -161.958	worst -909.491
gen 420	best -193.287	worst -642.372
gen 421	best -185.686	worst -1084.76
gen 422	best -450.586	worst -973.228
gen 423	best -236.581	worst -808
gen 424	best -135.672	worst -948.215
gen 425	best -94.2036	worst -817.315
gen 426	best -293.621	worst -803.007
gen 427	best -233.997	worst -555.203
gen 428	best -129.911	worst -666.532
gen 429	best -504.929	worst -900.391
gen 430	best -140.2	worst -489.296
gen 431	best -98.259	worst -807.23
gen 432	best -203.797	worst -837.505
gen 433	best -126.124	worst -487.696
gen 434	best -99.4883	worst -781.198
gen 435	best -112.087	worst -557.429
gen 436	best -532.761	worst -1029.85
gen 437	best -456.411	worst -970.458
gen 438	best -95.3311	worst -615.045
gen 439	best -242.216	worst -921.78
gen 440	best -114.396	worst -847.379
gen 441	best -233.177	worst -787.778
gen 442	best -123.91	worst -704.81
gen 443	best -197.121	worst -679.053
gen 444	best -277.678	worst -745.908
gen 445	best -385.708	worst -955.151
gen 446	best -176.701	worst -629.233
gen 447	best -139.459	worst -342.531
gen 448	best -433.833	worst -1051.18
gen 449	best -276.522	worst -879.178
gen 450	best -335.127	worst -821.65
gen 451	best -185.674	worst -694.01
gen 452	best -109.961	worst -662.652
gen 453	best -180.117	worst -536.121
gen 454	best -103.59	worst -639.58
gen 455	best -184.134	worst -667.059
gen 456	best -145.626	worst -588.734
gen 457	best -150.082	worst -621.889
gen 458	best -253.847	worst -897.555
gen 459	best -92.6026	worst -750.656
gen 460	best -83.1069	worst -788.825
gen 461	best -247.906	worst -759.306
gen 462	best -411.389	worst -945.592
gen 463	best -101.609	worst -610.856
gen 464	best -214.682	worst -891.229
gen 465	best -77.9597	worst -646.153
gen 466	best -73.0954	worst -885.684
gen 467	best -118.897	worst -647.971
gen 468	best -260.428	worst -774.951
gen 469	best -424.351	worst -887.876
gen 470	best -225.065	worst -748.58
gen 471	best -145.267	worst -740.366
gen 472	best -102.049	worst -603.417
gen 473	best -263.864	worst -823.687
gen 474	best -112.183	worst -415.629
gen 475	best -364.713	worst -858.181
gen 476	best -147.767	worst -747.043
gen 477	best -135.998	worst -920.838
gen 478	best -345.208	worst -955.048
gen 479	best -132.959	worst -965.594
gen 480	best -105.087	worst -763.126
gen 481	best -234.647	worst -989.259
gen 482	best -48.4157	worst -794.883
gen 483	best -241.186	worst -686.432
gen 484	best -97.4236	worst -519.107
gen 485	best -458.198	worst -884.513
gen 486	best -472.925	worst -956.135
gen 487	best -95.6188	worst -748.784
gen 488	best -265.396	worst -820.245
gen 489	best -169.551	worst -889.415
gen 490	best -313.924	worst -851.012
gen 491	best -169.145	worst -882.669
gen 492	best -104.557	worst -610.223
gen 493	best -281.628	worst -639.494
gen 494	best -186.027	worst -862.309
gen 495	best -126.511	worst -750.987
gen 496	best -135.626	worst -735.82
gen 497	best -722.361	worst -1120.61
gen 498	best -93.647	worst -739.731
gen 499	best -223.994	worst -1040.92
gen 500	best -180.617	worst -786.767
gen 501	best -122.572	worst -872.25
gen 502	best -397.292	worst -845.688
gen 503	best -66.6915	worst -674.301
gen 504	best -166.538	worst -871.925
gen 505	best -159.781	worst -762.177
gen 506	best -94.6176	worst -743.612
gen 507	best -107.545	worst -636.955
gen 508	best -361.143	worst -939.95
gen 509	best -252.925	worst -655.55
gen 510	best -272.194	worst -855.732
gen 511	best -155.106	worst -698.553
gen 512	best -240.011	worst -811.737
gen 513	best -165.711	worst -649.082
gen 514	best -256.151	worst -1148.73
gen 515	best -248.779	worst -1239.04
gen 516	best -254.032	worst -836.835
gen 517	best -182.285	worst -1130.32
gen 518	best -154.164	worst -513.346
gen 519	best -174.899	worst -845.163
gen 520	best -422.745	worst -936.692
gen 521	best -169.564	worst -744.526
gen 522	best -194.605	worst -808.56
gen 523	best -126.457	worst -742.093
gen 524	best -215.106	worst -755.653
gen 525	best -234.081	worst -933.514
gen 526	best -103.389	worst -762.216
gen 527	best -297.891	worst -949.912
gen 528	best -457.371	worst -977.916
gen 529	best -118.014	worst -659.368
gen 530	best -276.838	worst -909.736
gen 531	best -71.9024	worst -934.027
gen 532	best -325.491	worst -989.906
gen 533	best -201.528	worst -703.21
gen 534	best -203.924	worst -840.284
gen 535	best -150.539	worst -770.774
gen 536	best -300.353	worst -676.065
gen 537	best -100.743	worst -684.008
gen 538	best -218.302	worst -778.001
gen 539	best -170.085	worst -722.323
gen 540	best -162.232	worst -786.261
gen 541	best -158.871	worst -630.693
gen 542	best -382.233	worst -940.153
gen 543	best -420.038	worst -1035.98
gen 544	best -164.922	worst -748.492
gen 545	best -164.346	worst -565.982
gen 546	best -200.835	worst -805.39
gen 547	best -216.835	worst -712.398
gen 548	best -157.647	worst -779.483
gen 549	best -396.671	worst -1080.85
gen 550	best -174.4	worst -1043.84
gen 551	best -321.972	worst -778.27
gen 552	best -225.111	worst -664.358
gen 553	best -239.168	worst -1011.48
gen 554	best -170.358	worst -526.105
gen 555	best -167.536	worst -644.023
gen 556	best -83.9527	worst -644.096
gen 557	best -136.19	worst -642.768
gen 558	best -310.964	worst -862.347
gen 559	best -93.3849	worst -781.128
gen 560	best -116.633	worst -849.613
gen 561	best -484.572	worst -996.439
gen 562	best -100.012	worst -683.643
gen 563	best -289.322	worst -925.507
gen 564	best -122.861	worst -737.167
gen 565	best -296.711	worst -911.052
gen 566	best -141.015	worst -740.143
gen 567	best -327.077	worst -1015.64
gen 568	best -104.909	worst -598.399
gen 569	best -457.15	worst -805.508
gen 570	best -286.69	worst -960.348
gen 571	best -132.184	worst -691.441
gen 572	best -391.261	worst -835.603
gen 573	best -188.928	worst -711.114
gen 574	best -123.221	worst -809.159
gen 575	best -205.414	worst -692.063
gen 576	best -193.447	worst -545.397
gen 577	best -169.046	worst -924.172
gen 578	best -64.5777	worst -722.429
gen 579	best -71.7434	worst -659.335
gen 580	best -221.389	worst -633.08
gen 581	best -115.86	worst -768.709
gen 582	best -689.744	worst -987.464
gen 583	best -102.071	worst -505.043
gen 584	best -129.931	worst -525.17
gen 585	best -116.481	worst -504.849
gen 586	best -151.173	worst -761.533
gen 587	best -312.387	worst -778.577
gen 588	best -120.314	worst -588.751
gen 589	best -181.453	worst -638.47
gen 590	best -109.172	worst -705.831
gen 591	best -706.235	worst -1126.75
gen 592	best -102.134	worst -567.773
gen 593	best -149.969	worst -623.25
gen 594	best -277.728	worst -946.483
gen 595	best -308.265	worst -932.419
gen 596	best -156.643	worst -699.382
gen 597	best -329.959	worst -773.789
gen 598	best -411.673	worst -839.253
gen 599	best -452.328	worst -942.476
gen 600	best -86.23	worst -739.09
gen 601	best -185.068	worst -518.617
gen 602	best -155.455	worst -580.056
gen 603	best -209.792	worst -710.088
gen 604	best -264.75	worst -857.317
gen 605	best -438.094	worst -1003.24
gen 606	best -199.426	worst -791.22
gen 607	best -201.844	worst -715.767
gen 608	best -94.1024	worst -783.954
gen 609	best -137.63	worst -491.543
gen 610	best -446.735	worst -825.072
gen 611	best -75.7202	worst -727.815
gen 612	best -226.092	worst -692.557
gen 613	best -446.022	worst -916.935
gen 614	best -257.52	worst -703.143
gen 615	best -287.008	worst -700.299
gen 616	best -120.478	worst -553.643
gen 617	best -522.928	worst -1084.23
gen 618	best -62.3825	worst -781.022
gen 619	best -180.964	worst -694.386
gen 620	best -438.63	worst -929.269
gen 621	best -141.993	worst -702.042
gen 622	best -300.477	worst -812.121
gen 623	best -327.398	worst -855.064
gen 624	best -49.4198	worst -893.77
gen 625	best -327.167	worst -899.221
gen 626	best -145.467	worst -555.885
gen 627	best -487.501	worst -877.38
gen 628	best -188.434	worst -1021.94
gen 629	best -71.1845	worst -624.739
gen 630	best -243.594	worst -594.736
gen 631	best -222.499	worst -873.441
gen 632	best -365.364	worst -797.648
gen 633	best -292.684	worst -856.238
gen 634	best -357.542	worst -796.808
gen 635	best -145.425	worst -658.334
gen 636	best -85.0804	worst -668.15
gen 637	best -361.548	worst -794.131
gen 638	best -175.621	worst -645.448
gen 639	best -399.475	worst -1003.92
gen 640	best -240.756	worst -1008.49
gen 641	best -403.006	worst -951.923
gen 642	best -132.2	worst -829.752
gen 643	best -255.464	worst -745.841
gen 644	best -85.7996	worst -853.797
gen 645	best -206.477	worst -1020.24
gen 646	best -324.597	worst -832.456
gen 647	best -174.964	worst -890.522
gen 648	best -347.221	worst -893.096
gen 649	best -214.427	worst -921.877
gen 650	best -77.9281	worst -936.73
gen 651	best -188.721	worst -688.114
gen 652	best -482.234	worst -879.844
gen 653	best -197.254	worst -967.777
gen 654	best -105.292	worst -663.108
gen 655	best -114.217	worst -706.435
gen 656	best -329.955	worst -918.001
gen 657	best -173.394	worst -616.76
gen 658	best -267.605	worst -887.937
gen 659	best -259.218	worst -881.374
gen 660	best -194.411	worst -575.736
gen 661	best -316.873	worst -811.993
gen 662	best -261.235	worst -872.967
gen 663	best -561.985	worst -945.875
gen 664	best -394.971	worst -1073.7
gen 665	best -206.659	worst -976.181
gen 666	best -178.712	worst -951.748
gen 667	best -82.1097	worst -827.458
gen 668	best -179.145	worst -1037.58
gen 669	best -167.75	worst -846.804
gen 670	best -188.431	worst -721.696
gen 671	best -502.601	worst -796.72
gen 672	best -266.022	worst -891.472
gen 673	best -496.097	worst -1099.58
gen 674	best -512.606	worst -1126.26
gen 675	best -143.107	worst -725.992
gen 676	best -270.042	worst -996.588
gen 677	best -162.591	worst -745.989
gen 678	best -319.466	worst -819.28
gen 679	best -281.888	worst -947.244
gen 680	best -163.435	worst -806.473
gen 681	best -279.447	worst -980.692
gen 682	best -146.447	worst -677.669
gen 683	best -96.2919	worst -895.171
gen 684	best -220.48	worst -754.071
gen 685	best -270.977	worst -863.225
gen 686	best -154.803	worst -784.265
gen 687	best -338.413	worst -830.463
gen 688	best -143.106	worst -860.284
gen 689	best -157.56	worst -646.607
gen 690	best -151.674	worst -704.323
gen 691	best -86.781	worst -889.524
gen 692	best -758.475	worst -1025.4
gen 693	best -66.216	worst -792.787
gen 694	best -139.119	worst -763.766
gen 695	best -73.2366	worst -860.13
gen 696	best -455.578	worst -858.962
gen 697	best -178.942	worst -625.643
gen 698	best -55.1863	worst -794.319
gen 699	best -125.952	worst -686.613
gen 700	best -487.481	worst -936.516
gen 701	best -312.404	worst -986.226
gen 702	best -256.919	worst -1004.06
gen 703	best -143.152	worst -748.192
gen 704	best -204.207	worst -716.333
gen 705	best -177.771	worst -669.719
gen 706	best -244.687	worst -717.969
gen 707	best -199.284	worst -1120.5
gen 708	best -69.9885	worst -902.757
gen 709	best -171.835	worst -833.968
gen 710	best -154.491	worst -811.747
gen 711	best -240.264	worst -828.802
gen 712	best -105.268	worst -901.527
gen 713	best -99.4995	worst -837.194
gen 714	best -221.277	worst -521.958
gen 715	best -146.983	worst -961.147
gen 716	best -254.604	worst -947.39
gen 717	best -338.624	worst -965.445
gen 718	best -82.4454	worst -719.731
gen 719	best -205.404	worst -770.698
gen 720	best -101.834	worst -781.031
gen 721	best -94.6645	worst -777.149
gen 722	best -220.941	worst -881.635
gen 723	best -626.742	worst -1195.63
gen 724	best -178.622	worst -878.616
gen 725	best -71.7681	worst -790.577
gen 726	best -135.079	worst -688.074
gen 727	best -160.283	worst -724.471
gen 728	best -162.072	worst -935.554
gen 729	best -291.372	worst -825.559
gen 730	best -159.548	worst -789.676
gen 731	best -134.808	worst -704.789
gen 732	best -161.403	worst -656.039
gen 733	best -56.1908	worst -713.706
gen 734	best -247.53	worst -904.105
gen 735	best -176.829	worst -753.268
gen 736	best -100.134	worst -743.695
gen 737	best -334.357	worst -904.106
gen 738	best -116.497	worst -1093.43
gen 739	best -286.658	worst -880.096
gen 740	best -220.135	worst -688.421
gen 741	best -116.24	worst -856.735
gen 742	best -106.304	worst -803.655
gen 743	best -449.78	worst -903.106
gen 744	best -137.256	worst -589.254
gen 745	best -302.594	worst -935.999
gen 746	best -316.541	worst -883.738
gen 747	best -50.5889	worst -313.566
gen 748	best -276.565	worst -830.403
gen 749	best -351.729	worst -1117.7
gen 750	best -276.52	worst -745.431
gen 751	best -123.334	worst -945.682
gen 752	best -106.353	worst -757.664
gen 753	best -138.31	worst -761.656
gen 754	best -67.0061	worst -699.96
gen 755	best -131.56	worst -935.364
gen 756	best -336.066	worst -874.445
gen 757	best -142.906	worst -777.63
gen 758	best -147.169	worst -842.945
gen 759	best -108.058	worst -791.204
gen 760	best -93.3339	worst -780.567
gen 761	best -468.811	worst -1059.94
gen 762	best -337.819	worst -961.859
gen 763	best -134.119	worst -553.385
gen 764	best -275.949	worst -845.352
gen 765	best -214.286	worst -854.375
